timestamp,free_heap,largest_block,ratio,event_context
4.7,238000,172028,0.722807,unknown
9.7,238000,172028,0.722807,unknown
14.7,238000,172028,0.722807,unknown
19.7,238000,172028,0.722807,unknown
24.7,238000,172028,0.722807,unknown
29.7,238000,172028,0.722807,unknown
34.7,238000,172028,0.722807,unknown
39.7,238000,172028,0.722807,unknown
44.7,238000,172028,0.722807,unknown
49.8,238000,172028,0.722807,unknown
54.8,238000,172028,0.722807,unknown
60.0,238000,172028,0.722807,unknown
65.0,238000,172028,0.722807,unknown
70.0,238000,172028,0.722807,unknown
75.0,238000,172028,0.722807,unknown
80.0,238000,172028,0.722807,unknown
85.0,238000,172028,0.722807,unknown
90.1,238000,172028,0.722807,unknown
95.1,238000,172028,0.722807,unknown
100.1,238000,172028,0.722807,unknown
105.1,238000,172028,0.722807,unknown
110.1,238000,172028,0.722807,unknown
115.1,238000,172028,0.722807,unknown
120.3,238000,172028,0.722807,unknown
125.3,238000,172028,0.722807,unknown
130.3,238000,172028,0.722807,unknown
135.4,238000,172028,0.722807,unknown
140.4,238000,172028,0.722807,unknown
145.4,238000,172028,0.722807,unknown
150.4,238000,172028,0.722807,unknown
155.4,238000,172028,0.722807,unknown
160.4,238000,172028,0.722807,unknown
165.4,238000,172028,0.722807,unknown
170.4,238000,172028,0.722807,unknown
175.4,238000,172028,0.722807,unknown
180.7,238000,172028,0.722807,unknown
185.7,238000,172028,0.722807,unknown
190.8,238000,172028,0.722807,unknown
195.8,238000,172028,0.722807,unknown
200.8,238000,172028,0.722807,unknown
205.8,238000,172028,0.722807,unknown
210.8,238000,172028,0.722807,unknown
215.8,238000,172028,0.722807,unknown
220.8,238000,172028,0.722807,unknown
225.8,238000,172028,0.722807,unknown
230.8,238000,172028,0.722807,unknown
235.8,238000,172028,0.722807,unknown
241.1,238000,172028,0.722807,unknown
246.1,238000,172028,0.722807,unknown
251.1,238000,172028,0.722807,unknown
256.1,238000,172028,0.722807,unknown
261.1,238000,172028,0.722807,unknown
266.1,238000,172028,0.722807,unknown
271.1,238000,172028,0.722807,unknown
276.1,238000,172028,0.722807,unknown
281.2,238000,172028,0.722807,unknown
286.2,238000,172028,0.722807,unknown
291.2,238000,172028,0.722807,unknown
296.2,238000,172028,0.722807,unknown
301.4,238000,172028,0.722807,unknown
306.4,238000,172028,0.722807,unknown
311.4,238000,172028,0.722807,unknown
316.4,238000,172028,0.722807,unknown
321.4,238000,172028,0.722807,unknown
326.5,238000,172028,0.722807,unknown
331.5,238000,172028,0.722807,unknown
336.5,238000,172028,0.722807,unknown
341.5,238000,172028,0.722807,unknown
346.5,238000,172028,0.722807,unknown
351.5,238000,172028,0.722807,unknown
356.5,238000,172028,0.722807,unknown
361.9,238000,172028,0.722807,unknown
366.9,238000,172028,0.722807,unknown
371.9,238000,172028,0.722807,unknown
376.9,238000,172028,0.722807,unknown
381.9,238000,172028,0.722807,unknown
386.9,238000,172028,0.722807,unknown
391.9,238000,172028,0.722807,unknown
396.9,238000,172028,0.722807,unknown
402.0,238000,172028,0.722807,unknown
407.0,238000,172028,0.722807,unknown
412.0,238000,172028,0.722807,unknown
417.0,238000,172028,0.722807,unknown
422.2,238000,172028,0.722807,unknown
427.2,238000,172028,0.722807,unknown
432.2,238000,172028,0.722807,unknown
437.2,238000,172028,0.722807,unknown
442.2,238000,172028,0.722807,unknown
447.3,238000,172028,0.722807,unknown
452.3,238000,172028,0.722807,unknown
457.3,238000,172028,0.722807,unknown
462.3,238000,172028,0.722807,unknown
467.3,238000,172028,0.722807,unknown
472.3,238000,172028,0.722807,unknown
477.3,238000,172028,0.722807,unknown
482.6,238000,172028,0.722807,unknown
487.6,238000,172028,0.722807,unknown
492.6,238000,172028,0.722807,unknown
497.6,238000,172028,0.722807,unknown
502.6,238000,172028,0.722807,unknown
507.6,238000,172028,0.722807,unknown
512.6,238000,172028,0.722807,unknown
517.7,238000,172028,0.722807,unknown
522.7,238000,172028,0.722807,unknown
527.7,238000,172028,0.722807,unknown
532.7,238000,172028,0.722807,unknown
537.7,238000,172028,0.722807,unknown
