timestamp,free_heap,largest_block,ratio,event_context
4.7,269376,131068,0.486562,unknown
9.7,268548,131068,0.488062,unknown
14.7,268276,131068,0.488557,unknown
19.7,266864,131068,0.491142,unknown
24.7,266704,131068,0.491436,unknown
29.7,266624,131068,0.491584,unknown
34.7,266352,131068,0.492086,unknown
39.7,263740,131068,0.496959,unknown
44.7,263432,131068,0.49754,unknown
49.7,263280,131068,0.497827,unknown
54.7,262976,131068,0.498403,unknown
60.1,265900,131068,0.492922,unknown
65.1,265684,131068,0.493323,unknown
70.1,265396,131068,0.493858,unknown
75.1,265196,131068,0.494231,unknown
80.1,265004,131068,0.494589,unknown
85.1,264884,131068,0.494813,unknown
90.1,264684,131068,0.495187,unknown
95.1,264412,131068,0.495696,unknown
100.1,264212,131068,0.496071,unknown
105.1,263876,131068,0.496703,unknown
110.1,263676,131068,0.49708,unknown
115.1,263476,131068,0.497457,unknown
120.5,265900,131068,0.492922,unknown
125.5,265452,131068,0.493754,unknown
130.5,263196,131068,0.497986,unknown
135.5,256356,126972,0.495296,unknown
140.5,253880,122876,0.483992,unknown
145.5,242168,110588,0.456658,unknown
150.5,239952,110588,0.460876,unknown
155.5,237768,110584,0.465092,unknown
160.5,232860,110584,0.474895,unknown
165.5,227876,110584,0.485281,unknown
170.5,220268,110584,0.502043,unknown
175.5,226268,110584,0.48873,unknown
180.8,236024,110584,0.468529,unknown
185.8,238384,110584,0.46389,unknown
190.8,238208,110584,0.464233,unknown
195.8,238000,110584,0.464639,unknown
200.8,237800,110584,0.465029,unknown
205.8,237600,110584,0.465421,unknown
210.8,237360,110584,0.465891,unknown
215.8,237280,110584,0.466049,unknown
220.8,236936,110584,0.466725,unknown
225.8,236816,110584,0.466962,unknown
230.8,236544,110584,0.467499,unknown
235.8,236344,110584,0.467894,unknown
241.2,236512,110584,0.467562,unknown
246.2,238352,110584,0.463952,unknown
251.2,238184,110584,0.46428,unknown
256.2,237984,110584,0.46467,unknown
261.2,237784,110584,0.465061,unknown
266.2,237544,110584,0.465531,unknown
271.2,237384,110584,0.465844,unknown
276.2,237232,110584,0.466143,unknown
281.2,236952,110584,0.466694,unknown
286.2,236720,110584,0.467151,unknown
291.2,236488,110584,0.467609,unknown
296.2,236248,110584,0.468084,unknown
301.6,238160,110584,0.464327,unknown
306.6,237800,110584,0.465029,unknown
311.6,235624,110584,0.469324,unknown
316.6,233608,110584,0.473374,unknown
321.6,231368,110584,0.477957,unknown
326.6,229200,110584,0.482478,unknown
331.6,226720,110584,0.487756,unknown
336.6,224408,110584,0.492781,unknown
341.6,222208,110584,0.49766,unknown
346.6,220160,110584,0.502289,unknown
351.6,225976,110584,0.489362,unknown
356.6,223760,110584,0.494208,unknown
362.0,233552,110584,0.473488,unknown
367.0,235880,110584,0.468815,unknown
372.0,235600,110584,0.469372,unknown
377.0,235400,110584,0.469771,unknown
382.0,235160,110584,0.47025,unknown
387.0,235000,110584,0.47057,unknown
392.0,234680,110584,0.471212,unknown
397.0,234488,110584,0.471598,unknown
402.0,234288,110584,0.472,unknown
407.0,234048,110584,0.472484,unknown
412.0,233928,110584,0.472727,unknown
417.0,233728,110584,0.473131,unknown
422.4,234344,110584,0.471887,unknown
427.4,235992,110584,0.468592,unknown
432.4,235824,110584,0.468926,unknown
437.4,235576,110584,0.46942,unknown
442.4,235384,110584,0.469803,unknown
447.4,235144,110584,0.470282,unknown
452.4,234944,110584,0.470682,unknown
457.4,234704,110584,0.471164,unknown
462.4,234544,110584,0.471485,unknown
467.4,234424,110584,0.471726,unknown
472.4,234224,110584,0.472129,unknown
477.4,233952,110584,0.472678,unknown
482.7,236224,110584,0.468132,unknown
487.7,234936,110584,0.470698,unknown
492.7,232736,110584,0.475148,unknown
497.7,230496,110584,0.479765,unknown
502.7,228120,110584,0.484762,unknown
507.7,225524,110584,0.490342,unknown
512.7,223260,110584,0.495315,unknown
517.7,221172,110584,0.499991,unknown
522.7,218836,110584,0.505328,unknown
527.8,224836,110584,0.491843,unknown
532.8,222652,110584,0.496667,unknown
537.8,220356,110584,0.501842,unknown
543.1,230296,110584,0.480182,unknown
548.1,232656,110584,0.475311,unknown
553.1,232320,110584,0.475999,unknown
558.1,232088,110584,0.476474,unknown
563.1,231912,110584,0.476836,unknown
568.1,231792,110584,0.477083,unknown
573.2,231632,110584,0.477412,unknown
578.2,231320,110584,0.478056,unknown
583.2,231072,110584,0.478569,unknown
588.2,230832,110584,0.479067,unknown
593.2,230600,110584,0.479549,unknown
598.2,230360,110584,0.480049,unknown
603.5,233016,110584,0.474577,unknown
608.5,232824,110584,0.474968,unknown
613.5,232504,110584,0.475622,unknown
618.5,232216,110584,0.476212,unknown
623.5,231872,110584,0.476918,unknown
628.5,231664,110584,0.477347,unknown
