timestamp,free_heap,largest_block,ratio,event_context
4.7,236464,188412,0.796789,unknown
9.7,236464,188412,0.796789,unknown
14.7,236464,188412,0.796789,unknown
19.7,236464,188412,0.796789,unknown
24.7,236464,188412,0.796789,unknown
29.7,236464,188412,0.796789,unknown
34.7,236464,188412,0.796789,unknown
39.7,236464,188412,0.796789,unknown
44.8,236464,188412,0.796789,unknown
49.8,236464,188412,0.796789,unknown
54.8,236464,188412,0.796789,unknown
60.0,236464,188412,0.796789,unknown
65.0,236464,188412,0.796789,unknown
70.0,236464,188412,0.796789,unknown
75.0,236464,188412,0.796789,unknown
80.0,236464,188412,0.796789,unknown
85.1,236464,188412,0.796789,unknown
90.1,236464,188412,0.796789,unknown
95.1,236464,188412,0.796789,unknown
100.1,236464,188412,0.796789,unknown
105.1,236464,188412,0.796789,unknown
110.1,236464,188412,0.796789,unknown
115.1,236464,188412,0.796789,unknown
120.3,236464,188412,0.796789,unknown
125.4,236464,188412,0.796789,unknown
130.4,236464,188412,0.796789,unknown
135.4,236464,188412,0.796789,unknown
140.4,236464,188412,0.796789,unknown
145.4,236464,188412,0.796789,unknown
150.4,236464,188412,0.796789,unknown
155.4,236464,188412,0.796789,unknown
160.4,236464,188412,0.796789,unknown
165.4,236464,188412,0.796789,unknown
170.4,236464,188412,0.796789,unknown
175.5,236464,188412,0.796789,unknown
180.8,236464,188412,0.796789,unknown
185.8,236464,188412,0.796789,unknown
190.8,236464,188412,0.796789,unknown
195.8,236464,188412,0.796789,unknown
200.8,236464,188412,0.796789,unknown
205.8,236464,188412,0.796789,unknown
210.8,236464,188412,0.796789,unknown
215.8,236464,188412,0.796789,unknown
220.9,236464,188412,0.796789,unknown
225.9,236464,188412,0.796789,unknown
230.9,236464,188412,0.796789,unknown
235.9,236464,188412,0.796789,unknown
241.1,236464,188412,0.796789,unknown
246.1,236464,188412,0.796789,unknown
251.1,236464,188412,0.796789,unknown
256.1,236464,188412,0.796789,unknown
261.1,236464,188412,0.796789,unknown
266.1,236464,188412,0.796789,unknown
271.2,236464,188412,0.796789,unknown
276.2,236464,188412,0.796789,unknown
281.2,236464,188412,0.796789,unknown
286.2,236464,188412,0.796789,unknown
291.2,236464,188412,0.796789,unknown
296.2,236464,188412,0.796789,unknown
301.4,236464,188412,0.796789,unknown
306.4,236464,188412,0.796789,unknown
311.5,236464,188412,0.796789,unknown
316.5,236464,188412,0.796789,unknown
321.5,236464,188412,0.796789,unknown
326.5,236464,188412,0.796789,unknown
331.5,236464,188412,0.796789,unknown
336.5,236464,188412,0.796789,unknown
341.5,236464,188412,0.796789,unknown
346.5,236464,188412,0.796789,unknown
351.5,236464,188412,0.796789,unknown
356.5,236464,188412,0.796789,unknown
361.9,236464,188412,0.796789,unknown
366.9,236464,188412,0.796789,unknown
371.9,236464,188412,0.796789,unknown
376.9,236464,188412,0.796789,unknown
381.9,236464,188412,0.796789,unknown
386.9,236464,188412,0.796789,unknown
391.9,236464,188412,0.796789,unknown
396.9,236464,188412,0.796789,unknown
401.9,236464,188412,0.796789,unknown
406.9,236464,188412,0.796789,unknown
412.0,236464,188412,0.796789,unknown
417.0,236464,188412,0.796789,unknown
422.2,236464,188412,0.796789,unknown
427.2,236464,188412,0.796789,unknown
432.2,236464,188412,0.796789,unknown
437.2,236464,188412,0.796789,unknown
442.2,236464,188412,0.796789,unknown
447.2,236464,188412,0.796789,unknown
452.3,236464,188412,0.796789,unknown
457.3,236464,188412,0.796789,unknown
462.3,236464,188412,0.796789,unknown
467.3,236464,188412,0.796789,unknown
472.3,236464,188412,0.796789,unknown
477.3,236464,188412,0.796789,unknown
482.6,236464,188412,0.796789,unknown
487.6,236464,188412,0.796789,unknown
492.6,236464,188412,0.796789,unknown
497.6,236464,188412,0.796789,unknown
502.6,236464,188412,0.796789,unknown
507.6,236464,188412,0.796789,unknown
512.6,236464,188412,0.796789,unknown
517.6,236464,188412,0.796789,unknown
522.7,236464,188412,0.796789,unknown
527.7,236464,188412,0.796789,unknown
532.7,236464,188412,0.796789,unknown
537.7,236464,188412,0.796789,unknown
542.7,236464,188412,0.796789,unknown
547.7,236464,188412,0.796789,unknown
552.7,236464,188412,0.796789,unknown
557.7,236464,188412,0.796789,unknown
562.7,236464,188412,0.796789,unknown
567.7,236464,188412,0.796789,unknown
572.8,236464,188412,0.796789,unknown
577.8,236464,188412,0.796789,unknown
582.8,236464,188412,0.796789,unknown
587.8,236464,188412,0.796789,unknown
592.8,236464,188412,0.796789,unknown
597.8,236464,188412,0.796789,unknown
602.8,236464,188412,0.796789,unknown
607.8,236464,188412,0.796789,unknown
612.8,236464,188412,0.796789,unknown
617.8,236464,188412,0.796789,unknown
622.9,236464,188412,0.796789,unknown
627.9,236464,188412,0.796789,unknown
632.9,236464,188412,0.796789,unknown
637.9,236464,188412,0.796789,unknown
642.9,236464,188412,0.796789,unknown
647.9,236464,188412,0.796789,unknown
652.9,236464,188412,0.796789,unknown
657.9,236464,188412,0.796789,unknown
662.9,236464,188412,0.796789,unknown
667.9,236464,188412,0.796789,unknown
673.0,236464,188412,0.796789,unknown
678.0,236464,188412,0.796789,unknown
683.0,236464,188412,0.796789,unknown
688.0,236464,188412,0.796789,unknown
693.0,236464,188412,0.796789,unknown
698.0,236464,188412,0.796789,unknown
703.0,236464,188412,0.796789,unknown
708.0,236464,188412,0.796789,unknown
713.0,236464,188412,0.796789,unknown
718.0,236464,188412,0.796789,unknown
723.1,236464,188412,0.796789,unknown
728.1,236464,188412,0.796789,unknown
733.1,236464,188412,0.796789,unknown
738.1,236464,188412,0.796789,unknown
743.1,236464,188412,0.796789,unknown
748.1,236464,188412,0.796789,unknown
753.1,236464,188412,0.796789,unknown
758.1,236464,188412,0.796789,unknown
763.1,236464,188412,0.796789,unknown
768.1,236464,188412,0.796789,unknown
773.2,236464,188412,0.796789,unknown
778.2,236464,188412,0.796789,unknown
783.2,236464,188412,0.796789,unknown
788.2,236464,188412,0.796789,unknown
793.2,236464,188412,0.796789,unknown
798.2,236464,188412,0.796789,unknown
803.2,236464,188412,0.796789,unknown
808.2,236464,188412,0.796789,unknown
813.2,236464,188412,0.796789,unknown
818.2,236464,188412,0.796789,unknown
823.3,236464,188412,0.796789,unknown
828.3,236464,188412,0.796789,unknown
833.3,236464,188412,0.796789,unknown
838.3,236464,188412,0.796789,unknown
843.3,236464,188412,0.796789,unknown
848.3,236464,188412,0.796789,unknown
853.3,236464,188412,0.796789,unknown
858.3,236464,188412,0.796789,unknown
863.3,236464,188412,0.796789,unknown
868.3,236464,188412,0.796789,unknown
873.4,236464,188412,0.796789,unknown
878.4,236464,188412,0.796789,unknown
883.4,236464,188412,0.796789,unknown
888.4,236464,188412,0.796789,unknown
893.4,236464,188412,0.796789,unknown
898.4,236464,188412,0.796789,unknown
903.4,236464,188412,0.796789,unknown
908.4,236464,188412,0.796789,unknown
913.4,236464,188412,0.796789,unknown
918.4,236464,188412,0.796789,unknown
923.5,236464,188412,0.796789,unknown
928.5,236464,188412,0.796789,unknown
933.5,236464,188412,0.796789,unknown
938.5,236464,188412,0.796789,unknown
943.5,236464,188412,0.796789,unknown
948.5,236464,188412,0.796789,unknown
953.5,236464,188412,0.796789,unknown
958.5,236464,188412,0.796789,unknown
963.5,236464,188412,0.796789,unknown
968.5,236464,188412,0.796789,unknown
973.6,236464,188412,0.796789,unknown
978.6,236464,188412,0.796789,unknown
983.6,236464,188412,0.796789,unknown
988.6,236464,188412,0.796789,unknown
993.6,236464,188412,0.796789,unknown
998.6,236464,188412,0.796789,unknown
1003.6,236464,188412,0.796789,unknown
1008.6,236464,188412,0.796789,unknown
1013.6,236464,188412,0.796789,unknown
1018.6,236464,188412,0.796789,unknown
1023.8,236464,188412,0.796789,unknown
1028.8,236464,188412,0.796789,unknown
1033.8,236464,188412,0.796789,unknown
1038.8,236464,188412,0.796789,unknown
1043.8,236464,188412,0.796789,unknown
1048.8,236464,188412,0.796789,unknown
1053.9,236464,188412,0.796789,unknown
1058.9,236464,188412,0.796789,unknown
1063.9,236464,188412,0.796789,unknown
1068.9,236464,188412,0.796789,unknown
1073.9,236464,188412,0.796789,unknown
1078.9,236464,188412,0.796789,unknown
1084.2,236464,188412,0.796789,unknown
1089.2,236464,188412,0.796789,unknown
1094.2,236464,188412,0.796789,unknown
1099.2,236464,188412,0.796789,unknown
1104.2,236464,188412,0.796789,unknown
1109.3,236464,188412,0.796789,unknown
1114.3,236464,188412,0.796789,unknown
1119.3,236464,188412,0.796789,unknown
1124.3,236464,188412,0.796789,unknown
1129.3,236464,188412,0.796789,unknown
1134.3,236464,188412,0.796789,unknown
1139.3,236464,188412,0.796789,unknown
1144.5,236464,188412,0.796789,unknown
1149.5,236464,188412,0.796789,unknown
1154.6,236464,188412,0.796789,unknown
1159.6,236464,188412,0.796789,unknown
1164.6,236464,188412,0.796789,unknown
1169.6,236464,188412,0.796789,unknown
1174.6,236464,188412,0.796789,unknown
1179.6,236464,188412,0.796789,unknown
1184.6,236464,188412,0.796789,unknown
1189.6,236464,188412,0.796789,unknown
1194.6,236464,188412,0.796789,unknown
1199.6,236464,188412,0.796789,unknown
1204.9,236464,188412,0.796789,unknown
1209.9,236464,188412,0.796789,unknown
1214.9,236464,188412,0.796789,unknown
1219.9,236464,188412,0.796789,unknown
1224.9,236464,188412,0.796789,unknown
1229.9,236464,188412,0.796789,unknown
1234.9,236464,188412,0.796789,unknown
1240.0,236464,188412,0.796789,unknown
1245.0,236464,188412,0.796789,unknown
1250.0,236464,188412,0.796789,unknown
1255.0,236464,188412,0.796789,unknown
1260.0,236464,188412,0.796789,unknown
1265.3,236464,188412,0.796789,unknown
1270.3,236464,188412,0.796789,unknown
1275.3,236464,188412,0.796789,unknown
1280.3,236464,188412,0.796789,unknown
1285.4,236464,188412,0.796789,unknown
1290.4,236464,188412,0.796789,unknown
1295.4,236464,188412,0.796789,unknown
1300.4,236464,188412,0.796789,unknown
1305.4,236464,188412,0.796789,unknown
